English,Khmer
exceed,លើសពី
exceeded,លើស
exceeding,លើសពី
exceedingly,ខ្លាំង
exceeds,លើសពី
excel,excel
excelled,Excel
excellence,ឧត្តមភាព
excellencies,ប្រសើរថ្លៃថ្លា
excellency,ឯកឧត្តម
excellent,ល្អឥតខ្ចោះ
excellently,ល្អឥតខ្ចោះ
excelling,excelling
excels,Excel
excelsior,Excelsior
except,លើកលែង
excepted,លើកលែងតែ
excepting,លើកលែងតែការ
exception,ករណី​លើកលែង
exceptionable,ពិសេស
exceptional,ពិសេស
exceptionally,ពិសេស
exceptions,ករណីលើកលែង
excepts,ករណីលើកលែង
excerpt,ការដកស្រង់
excerpted,សម្រង់
excerpts,សម្រង់
excess,លើស
excesses,ច្រើនលើស
excessive,ហួសហេតុ
excessively,ហួសហេតុ
exchange,ការផ្លាស់ប្តូរ
exchangeable,ប្តូរ
exchanged,ផ្លាស់ប្តូរ
exchanger,ការផ្លាស់ប្តូរ
exchangers,ការផ្លាស់ប្តូរ
exchanges,ការផ្លាស់ប្តូរ
exchanging,ការផ្លាស់ប្តូរ
exchequer,exchequer
excise,រដ្ឋាករ
excised,រដ្ឋាករកម្ពុជា
excising,excising
excision,រដ្ឋាករកម្ពុជា
excitability,ដែលគួរឱ្យរំភើប
excitable,គួរឱ្យរំភើប
excitation,រំភើបចិត្ត
excitations,គួរឱ្យរំភើប
excite,Excite
excited,ការរំភើប
excitedly,រំភើប
excitement,រំភើប
excitements,គួរឱ្យរំភើប
excites,គួរឱ្យរំភើប
exciting,គួរឱ្យរំភើប
excitingly,excitingly
exciton,exciton
exclaim,លាន់មាត់ថា
exclaimed,លាន់មាត់ថា
exclaiming,ប្រកាសថា
exclaims,លាន់មាត់ថា
exclamation,ឧទាន
exclamations,ការលាន់មាត់
exclamatory,ទាំងនោះជាឧទានសព្ទ
exclude,ដក
excluded,មិន​រាប់បញ្ចូល
excludes,មិនរាប់បញ្ចូល
excluding,មិនរាប់បញ្ចូល
exclusion,ការបដិសេធ
exclusionary,exclusionary
exclusions,ការលើកលែង
exclusive,ផ្តាច់មុខ
exclusively,ទាំងស្រុង
exclusiveness,ផ្ដាច់មុខ
exclusivist,exclusivist
exclusivity,ផ្តាច់មុខ
excommunicate,excommunication
excommunicated,excommunication
excommunicating,excommunicating
excommunication,excommunication
excrete,ការបញ្ចេញ
excruciating,ខ្លាំង
excruciatingly,excruciatingly
excruciation,excruciating
excursion,ដំណើរកំសាន្ត
excursionists,excursionists
excursions,ដំណើរ
excursus,excursus
excusable,កយរអាេយផ័យ
excuse,លេស
excused,លេស
excuses,លេស
excusing,excusing
executable,អាចប្រតិបត្តិបាន
execute,ប្រតិបត្តិ
executed,ប្រតិបត្តិ
executes,ការប្រតិបត្តិ
executing,ការប្រតិបត្តិ
execution,ការប្រតិបត្តិ
executioner,ពេជ្ឈឃាដ
executioners,ពេជ្ឈឃាដ
executions,ការសម្លាប់
executive,ប្រតិបត្តិ
executives,នាយកប្រតិបត្តិ
executor,ប្រតិបត្តិ
executors,អ្នកប្រតិបត្តិ
exegesis,exegesis
exegetical,exegetical
exemplar,តាំងគំរូ
exemplars,តាំងគំរូ
exemplary,ដែលជាគំរូល្អ
exemplification,exemplification
exemplified,exemplified
exemplifies,exemplifies
exemplify,exemplify
exemplifying,ជាឧទាហរណ៍បង្ហាញ
exempt,ផ្ទៀង
exempted,ការលើកលែង
exempting,exempting
exemption,ការលើកលែង
exemptions,ការលើកលែង
exempts,ការលើកលែង
exercisable,ការធ្វើលំហាត់ប្រាណ
exercise,ការធ្វើលំហាត់ប្រាណ
exercised,ហាត់ប្រាណ
exerciser,ការធ្វើលំហាត់ប្រាណ
exercises,ការធ្វើលំហាត់ប្រាណ
exercising,ការធ្វើលំហាត់ប្រាណ
exert,ដាក់
exerted,exerted មាន
exerting,ខំប្រឹង
exertion,ខំប្រឹង
exertions,បញ្ចេញ
exerts,ដាក់
exes,exes
exeunt,exeunt
exfoliation,ច្រឹប
exhalation,ដង្ហើមចេញ
exhalations,ដង្ហើមចេញ
exhale,ដង្ហើមចេញ
exhaled,ដង្ហើមចេញ
exhales,ដង្ហើមចេញ
exhaling,exhaling
exhaust,ផ្សង
exhausted,អស់កម្លាំង
exhaustible,អស់កម្លាំង
exhausting,ហត់នឿយ
exhaustion,អស់កម្លាំង
exhaustive,ទូលំទូលាយ
exhaustively,ល្អិតល្អន់
exhausts,អស់កម្លាំង
exhibit,ពិព័រណ៍
exhibited,ការតាំងពិព័រណ៍
exhibiting,តាំងបង្ហាញ
exhibition,ការតាំងពិព័រណ៍
exhibitioner,exhibitioner
exhibitioners,exhibitioners
exhibitionism,exhibitionism
exhibitionist,exhibitionist
exhibitionists,exhibitionist
exhibitions,ពិព័រណ៍
exhibitor,តាំងពិព័រណ៍
exhibitors,តាំងពិព័រណ៍
exhibits,វត្ថុតាង
exhilarate,រំភើប
exhilarated,រីករាយ
exhilarating,exhilarating
exhilaration,រំភើប
exhort,ដាស់តឿន
exhortation,លើកទឹកចិត្ដ
exhortations,ដាស់តឿន
exhorted,ដាស់តឿន
exhorting,លើកទឹកចិត្ដ
exhorts,ដាស់តឿន
exhumation,ការគាស់រណ្តៅ
exhume,ការគាស់រណ្តៅ
exhumed,ការគាស់រណ្តៅ
exhumes,ការគាស់រណ្តៅ
exhuming,exhuming
exhusband,exhusband
exigencies,អាទិភាពលើតម្រូវការ
exigency,អាទិភាពលើតម្រូវការ
exigent,អាទិភាពលើតម្រូវការ
exiguous,exiguous
exile,ការនិរទេសខ្លួន
exiled,និរទេស
exiles,ជននិរទេស
exiling,exiling
exist,គ្នាបានឡើយ
existed,កើតមាន
existence,អត្ថិភាព
existences,អត្ថិភាព
existent,មាន
existential,សព្វ
existentialism,ទ្រឹស្តីទស្សន
existentialist,ទ្រឹ
existentialistic,ទ្រឹ
existentially,សព្វ
existing,ដែលមានស្រាប់
exists,មាន
exit,ការចាកចេញ
exited,ការចាកចេញ
exiting,ចេញ
exits,ចេញ
exmember,exmember
exmembers,exmembers
exocrine,exocrine
exoderm,exoderm
exodus,និក្ខមនំ
exogenous,exogenous
exogenously,exogenously
exonerate,exonerate
exonerated,exonerated
exonerates,exonerates
exonerating,exonerating
exoneration,exoneration
exorbitant,ខ្ពស់
exorbitantly,exorbitantly
exorcise,exorcise
exorcised,exorcised
exorcising,exorcising
exorcism,exorcism
exorcisms,exorcism
exorcist,exorcist
exoskeleton,ការ exoskeleton
exothermic,exothermic
exothermically,exothermically
exotic,កម្រនិងអសកម្ម
exotica,Exotica
exotically,កម្រនិងអសកម្ម
exoticism,exoticism
expand,ពង្រីក
expandability,ពង្រីក
expandable,ពង្រីក
expanded,ពង្រីក
expander,ពង្រីក
expanding,ពង្រីក
expands,ពង្រីក
expanse,លំហអាកាស
expanses,ពង្រីក
expansible,ពង្រីក
expansion,ពង្រីក
expansionary,ការពង្រីក
expansionism,វាតទី
expansionist,វាតទីនិយម
expansions,ពង្រីក
expansive,ថ្លៃ
expansively,ពង្រីក
expansiveness,ពង្រីក
expatriate,បរទេស
expatriated,ជនជាតិបរទេស
expatriates,បរទេស
expect,រំពឹងថានឹង
expectancies,មធ្យម
expectancy,សង្ឃឹម
expectant,សង្ឃឹមរង់ចាំ
expectantly,សង្ឃឹម
expectation,ការរំពឹងទុក
expectational,ការរំពឹងទុក
expectations,ការរំពឹងទុក
expected,គេរំពឹងថា
expecting,រំពឹងថានឹង
expectorate,expectorant
expectorated,expectorant
expectoration,expectorant
expects,រំពឹង
expedience,ប្រយោជន៍
expediency,ប្រយោជន៍
expedient,ប្រយោជន៍
expedients,ប្រយោជន៍
expedite,បេសកកម្ម
expedited,ឆាប់រហ័ស
expedites,បេសកកម្ម
expediting,ការពន្លឿន
expedition,បេសកកម្ម
expeditionary,បេសនកម្ម
expeditions,បេសកកម្ម
expeditious,ឆាប់រហ័ស
expeditiously,រហ័ស
expel,បាន Expel
expelled,បណ្តេញចេញ
expelling,បណ្តេញចេញ
expels,បណ្ដេញ
expend,Expendables
expendable,expendable
expended,Expendables
expending,ចំណាយ
expenditure,ការចំណាយ
expenditures,ការចំណាយ
expends,Expendables
expense,ចំណាយ
expenses,ការចំណាយ
expensive,មានតំលៃថ្លៃ
expensively,ថ្លៃ
experience,បទពិសោធ
experienced,មានបទពិសោធ
experiences,បទពិសោធន៍
experiencing,ជួបប្រទះ
experiential,ការពិសោធន៍
experiment,ពិសោធន៍
experimental,ពិសោធន៍
experimentalist,experimentalist
experimentalists,experimentalists
experimentally,ពិសោធន៍
experimentation,ពិសោធន៍
experimented,បទពិសោធ
experimenter,ពិសោធន៍
experimenters,ពិសោធន៍
experimenting,ពិសោធ
experiments,ពិសោធន៍
expert,អ្នកជំនាញ
expertise,ជំនាញ
expertly,ជំនាញ
expertness,អ្នកជំនាញ
experts,អ្នកជំនាញ
expiate,expiation
expiation,expiation
expiatory,expiatory
expiration,ផុតកំណត់
expiratory,expiratory
expire,ផុតកំណត់
expired,ផុតកំណត់
expires,ផុតកំណត់
expiring,ផុតកំណត់
expiry,ផុតកំណត់
explain,ពន្យល់
explainable,ពន្យល់
explained,ពន្យល់
explaining,ពន្យល់
explains,ពន្យល់
explanation,ការពន្យល់
explanations,ការពន្យល់
explanatory,ពន្យល់
expletive,expletive
expletives,expletives
explicable,ការបំភ្លឺ
explicate,ការបំភ្លឺ
explicated,ការបំភ្លឺ
explication,ការបំភ្លឺ
explicative,ការបំភ្លឺ
explicit,ជាក់លាក់
explicitly,យ៉ាងជាក់លាក់
explicitness,ជាក់លាក់
explode,ផ្ទុះ
exploded,ផ្ទុះ
exploder,ផ្ទុះ
exploders,ផ្ទុះ
explodes,ផ្ទុះ
exploding,រីកចំរើនឡើង
exploit,ទាញយក
exploitable,ទាញយកមកប្រើប្រាស់
